State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
900,01/02/2022,11.7,11.1,-3.79,17.6,23.2,-1.79,-33,21.5,20.3
2500,01/02/2022,21.2,15.1,-1.34,36.4,17.8,22.5,-15.8,26.7,37.5
3400,01/02/2022,16,8.74,17.8,34.8,18,4.49,-25.2,26.7,35.6
3600,01/02/2022,14.8,6.99,-13.4,28.7,17.5,13,-27,25.3,32.8
4400,01/02/2022,10.7,-15.4,-56.9,20.6,12.2,-20.9,-42.8,22.9,32.9
900,01/03/2022,12.1,12.1,-4.03,20.2,25.5,-2.03,-34.5,23.4,21.9
2500,01/03/2022,23.3,19.9,-1.47,41.2,20.5,20.5,-18.4,28.4,38
3400,01/03/2022,17.2,11.8,22.6,35.6,18.7,1.64,-22.6,27.2,35.8
3600,01/03/2022,17.7,11.2,-13.1,31.4,20.2,12,-26.8,27.8,35
4400,01/03/2022,11.4,-11.7,-63.1,23.6,14.4,-19,-35.5,21.9,29.3
900,01/04/2022,11.6,13.9,-6.88,21.7,27.5,-5.37,-38.3,25.8,24.7
2500,01/04/2022,22,17.2,-3.24,44.2,24.1,8.84,-23.4,30.9,39.4
3400,01/04/2022,15.1,11.8,20.9,35.5,19.8,-7.71,-28.5,27.3,35
3600,01/04/2022,16.4,10.4,-13.1,32.5,22,6.22,-33.1,28.8,35.2
4400,01/04/2022,12.3,-8.16,-64.2,27.4,15.7,2.47,-45.3,23.4,30.8
900,01/05/2022,8.74,9.68,-9.97,16.3,25.4,-3.87,-37.6,20.8,17.8
2500,01/05/2022,18.9,8.48,-5.03,37.8,23.7,6.26,-28.6,27.6,33.4
3400,01/05/2022,12.4,7.6,17.7,31,17.6,-4.81,-29.1,23.3,29.5
3600,01/05/2022,14,5.3,-16.7,27.8,19.6,3.1,-32,24.5,29.5
4400,01/05/2022,8.44,-11.2,-71.8,22.4,16.5,-0.499,-41.3,19.7,23.9
900,01/06/2022,17,11.2,-4.42,15,31.2,15.9,-32.4,22.6,16.8
2500,01/06/2022,21.6,5.28,-2.9,30.8,21.6,20.8,-29.4,25.6,30.9
3400,01/06/2022,17.3,6.82,19.5,26.7,19.2,12.4,-23.3,22.6,27
3600,01/06/2022,18.7,4.09,-17.6,24.6,19.2,16.1,-27,23.1,27.3
4400,01/06/2022,13.6,-13.4,-65,17.2,19.3,10.5,-39.8,21.1,23.9
900,01/07/2022,10.5,0.996,-13.7,8.17,19.4,6.64,-35.8,13.5,9.14
2500,01/07/2022,16.2,-1.89,-10.1,24,11.8,12.8,-30,18.7,26.7
3400,01/07/2022,15.2,3.69,18.3,25.2,14.7,8.95,-25.8,19.6,24.9
3600,01/07/2022,18.1,0.491,-21.9,23.1,14.4,16.9,-28.3,20.6,26.5
4400,01/07/2022,6.12,-15,-62.8,11.8,8.63,-14.1,-50,11.6,14.7
900,01/08/2022,11.6,2.09,-13,12.1,22.1,6.73,-37.2,17.3,13.6
2500,01/08/2022,17.4,-0.44,-11.6,27.3,16.3,9.39,-34,21.9,28.5
3400,01/08/2022,15.9,4.92,18.9,27.1,17.1,8.53,-28.9,22.2,27.2
3600,01/08/2022,19.1,3.06,-19,26,16.2,16.7,-28.3,22.7,28.6
4400,01/08/2022,8.37,-19.9,2.96,21.1,10.5,-15.8,-46.4,17.5,23.3
900,01/09/2022,14.9,3.12,-9.84,14.1,24.6,8.87,-30.2,19.2,15.1
2500,01/09/2022,19.5,-0.753,-16.2,30.2,20.2,13.2,-28.9,25.7,31.9
3400,01/09/2022,18,4.94,23.8,28,17.8,13.5,-21,23,28
3600,01/09/2022,21.6,2.01,-10.7,28,18.6,21.3,-25.4,24.7,30.3
4400,01/09/2022,11.7,-21.4,-21.5,19.6,16.1,-10.5,-47.8,19.4,22.4
900,01/10/2022,16.8,4.51,-8.45,16.4,25.7,17.9,-32.8,20.4,16.4
2500,01/10/2022,21.1,-0.133,-12.4,31.6,20.9,16.7,-28.7,28,35.9
3400,01/10/2022,19.8,6.19,25.2,31,20.3,17.2,-23,25.8,31.2
3600,01/10/2022,22.3,2.65,-8.16,29.9,19.7,24,-24.7,25.5,30.7
4400,01/10/2022,13.4,-20.1,-16.9,16.9,15.8,2.29,-57,20.5,24.1
900,01/11/2022,16.3,4.95,-6.79,18.6,24.3,12.8,-29.1,19.4,15.7
2500,01/11/2022,20.5,-0.409,-8.39,31.4,19.5,17.7,-25.3,26.9,35.4
3400,01/11/2022,20.3,5.46,26.7,32.5,19.4,23.2,-18.5,26.1,32.6
3600,01/11/2022,22,3.12,-5.36,30.4,18.2,26.6,-23.2,25,31.1
4400,01/11/2022,7.51,-17.1,-20.1,23.5,17.3,-22.1,-45.7,20.7,23.2
900,01/12/2022,17.1,3.49,-5.31,18.8,24.7,16.7,-31.7,20.5,17.3
2500,01/12/2022,19.3,-0.111,-10.2,29.2,16.5,18.6,-23.5,23.2,30.7
3400,01/12/2022,19.9,5.76,28.8,31.5,17.5,24.1,-19.2,24.9,31.9
3600,01/12/2022,22,3.98,0.511,30.5,17.1,27.3,-23.4,24.5,31.2
4400,01/12/2022,7.02,-19.1,-30.9,19.4,13.6,-23.5,-27.4,18.2,21.8
900,01/13/2022,16.2,5.68,-3.89,16.7,20.3,16.6,-35.1,18.8,17.8
2500,01/13/2022,19.3,1.89,-5.55,29.8,13.6,22.1,-22.3,21.8,31
3400,01/13/2022,20.1,7.53,35.5,34,18.1,23.5,-19.1,26.1,33.6
3600,01/13/2022,22.3,5.73,3.37,30.3,17.5,25.5,-22,24.8,31.4
4400,01/13/2022,4.45,-17.4,-46.3,20.2,11.1,-15.9,-34.7,14.8,17.6
900,01/14/2022,22.6,13.9,6.14,22.7,30.4,19.8,-30.5,26.8,24
2500,01/14/2022,26.3,10.1,9.34,37.1,24.9,29.2,-22.9,29.6,34.8
3400,01/14/2022,26.2,13.6,46.5,39.7,26.2,28.8,-16,33,39.5
3600,01/14/2022,26.6,10.8,16,36,25.8,29,-21.5,31.1,35.9
4400,01/14/2022,14,-12.7,-39.6,22.6,21.7,11.4,-16.3,23,23.9
900,01/15/2022,21.6,13,4.01,22.2,31.8,17.4,-35,25.6,20.9
2500,01/15/2022,24.7,9.96,7.26,35,25.6,26.1,-24.9,29.3,33.5
3400,01/15/2022,26.1,15.6,48.7,41,28.4,23.8,-15.8,33.7,38.8
3600,01/15/2022,25.3,9.21,17.8,34.3,26.8,22,-24.5,30.2,33.3
4400,01/15/2022,13.5,-12.4,-43.7,22.2,22.5,-1.74,-34.8,25.1,27.4
900,01/16/2022,17.4,13.2,4.06,17.2,28.4,12.1,-37.3,21.8,16.9
2500,01/16/2022,21,10.9,11.8,29.9,22.3,13.4,-25,25,28.1
3400,01/16/2022,21.4,14.9,51.6,35,25.1,15.9,-19.1,29.8,34.4
3600,01/16/2022,21.7,9.78,15.8,29.6,25.5,14.5,-25,27.9,30
4400,01/16/2022,8.65,-10.5,-25.9,17.8,17.2,-14.1,-33.1,19.1,20.8
900,01/17/2022,22.8,29.7,11.8,24.7,32.1,13.8,-34.9,27.3,23.7
2500,01/17/2022,24.6,16.4,21.9,33.8,24.1,6.72,-18,28.3,33
3400,01/17/2022,24.5,20.9,58.7,38.6,28.3,18.8,-16.4,32.6,36.7
3600,01/17/2022,24.1,14.2,22.3,30.1,25.7,9.84,-14.8,29.1,32.1
4400,01/17/2022,12,-9.62,-22.6,29,21.1,-32.4,-23.3,24.1,26.8
900,01/18/2022,13.7,12.1,1.22,10.5,20.7,15.6,-40.4,16.2,12.6
2500,01/18/2022,17.3,8.64,9.81,22.8,14.2,9.4,-28.3,18.4,23.2
3400,01/18/2022,19.1,13.2,54,31.7,19.9,15.4,-21.2,25.9,31.8
3600,01/18/2022,17.1,6.09,12.9,22.5,16.3,10.9,-27,20.1,23.4
4400,01/18/2022,5,-16.8,-23.2,10.9,10.2,-31.2,-38.6,10.7,11.1
900,01/19/2022,13.4,14.2,3.68,9.2,19,11.7,-37.3,14.1,10.1
2500,01/19/2022,16.9,6.53,14.9,21.8,13.1,9.28,-27.7,17.3,22.1
3400,01/19/2022,20.4,13.9,58,33,21.6,13,-20.1,27.5,33.2
3600,01/19/2022,17.8,6.08,11.6,22.4,16.4,10.4,-25.7,20.3,23.7
4400,01/19/2022,4.23,-15.6,-6.67,14,8.77,-30.9,-60.4,9.79,10.8
900,01/20/2022,15.9,17.4,2.77,14.2,26.8,6.89,-32.5,19.4,13.5
2500,01/20/2022,20,8.32,17.5,25.7,22.5,6.07,-24.5,23.1,23.7
3400,01/20/2022,20.1,13,52.2,31.4,23.1,11.7,-19.5,27.3,31.3
3600,01/20/2022,19.5,6.33,13.2,24.2,22.5,11.6,-25.9,24.4,26
4400,01/20/2022,6.86,-15.6,-14.9,14.9,14,-13.5,-54.8,13.6,13.3
900,01/21/2022,16.7,19.9,0.198,14.1,27.1,11.2,-36.9,19.2,13.1
2500,01/21/2022,19,5.01,12.3,23.5,20.3,7.65,-28.4,20.9,21.5
3400,01/21/2022,16.6,6.81,44.6,25.7,18.4,10.2,-24.4,22.3,26
3600,01/21/2022,18.2,3.88,7.32,19.1,18.7,10.6,-23,20.5,22
4400,01/21/2022,7.31,-18.9,-26.7,14.4,11.1,-13.3,-54.8,14.9,18.5
900,01/22/2022,13.1,17.6,5.51,10.7,17.9,3.36,-29.6,16,14.5
2500,01/22/2022,19.1,8.45,27.2,24.3,18.5,7.1,-24,20.7,23
3400,01/22/2022,14.9,7.17,50.3,25.1,15.3,7.08,-22.7,21,26.4
3600,01/22/2022,17.2,7.38,7.79,21.4,16.9,11.1,-24.5,20.7,24
4400,01/22/2022,5.83,-11.8,-20.6,12.2,9.4,-13.2,-36,12.8,16
900,01/23/2022,17.1,21.2,8.43,17.4,22.2,9.9,-28,20.5,19.1
2500,01/23/2022,23.2,12.4,16.8,30.3,23,15.5,-26.9,24.8,26.8
3400,01/23/2022,19,10.3,49.9,31.7,19,10,-20.3,25.6,31.8
3600,01/23/2022,20.6,9.69,9.35,26.1,18.6,16.2,-21.6,23.2,27.2
4400,01/23/2022,8.9,-11.4,-9.59,14.8,14.7,-13,-33.1,16.8,18.8
900,01/24/2022,20,25.4,6.28,23.9,27.9,5.69,-22.2,27.3,27
2500,01/24/2022,25,13.7,19.5,36.2,28.3,17.3,-25.9,29.1,29.9
3400,01/24/2022,22.2,13.4,44.6,36.4,24.9,8.07,-20.9,30.3,35.3
3600,01/24/2022,22.7,13.1,12,30.5,25,18,-25.4,28.6,31.8
4400,01/24/2022,11,-7.12,4.89,20.3,18.4,-1.76,-37.7,20.2,21.8
900,01/25/2022,19.3,23.3,7.2,26.6,29.5,-2.66,-23.3,28.5,27.9
2500,01/25/2022,24.4,14.9,8.82,38.4,32.6,16.9,-25.8,31.1,29.2
3400,01/25/2022,20.9,13.1,37.9,36.5,24.5,8.96,-22.1,30.2,35.7
3600,01/25/2022,22.9,14.4,10.5,31.9,28.3,14.2,-26.5,31.4,34.1
4400,01/25/2022,13.6,-5.87,-10,25,20.1,1.57,-10.8,27.4,34
900,01/26/2022,18.3,21,1.67,26,32.5,0.29,-27.9,30.3,28.8
2500,01/26/2022,25,16,-1.66,38.7,39.1,20,-30.6,36.2,33.1
3400,01/26/2022,19.1,12.6,32.2,34.7,25.3,9.63,-19.8,29.8,34.3
3600,01/26/2022,20.1,11.6,4.87,29.3,27.3,14.2,-27.2,29.7,31.9
4400,01/26/2022,13.7,-8.55,-9.33,25.3,26.6,17.8,-20.5,31.3,35.5
900,01/27/2022,16.2,16.2,1.06,21.3,28.9,3.89,-31.1,26.9,25.4
2500,01/27/2022,21.7,11.7,-8.88,32.2,31.9,19.8,-33.6,30.4,28.6
3400,01/27/2022,19.2,12.3,29.5,34.9,24.8,8.84,-18.5,30,35.3
3600,01/27/2022,17.3,10.8,1.76,26.4,20.7,16.9,-28.8,25.2,29.4
4400,01/27/2022,14.8,-9.12,3.25,20.9,24.6,3.75,-18.3,31.4,37.5
900,01/28/2022,17.5,17.7,1.83,23.8,37.5,-0.414,-33.1,31.7,26.8
2500,01/28/2022,24,15,-17.6,35.2,41.2,22.8,-34.2,37.8,33.8
3400,01/28/2022,21.3,15.8,21.7,37.4,33.6,5.19,-15.3,35.6,38.1
3600,01/28/2022,17.7,11.9,-1.04,27.8,24.7,12.7,-28,28,31.4
4400,01/28/2022,16.5,-5.27,-17.5,27.9,34.5,-5.53,-32.9,37.1,39.4
900,01/29/2022,12.8,10.8,0.732,16.5,26.9,0.868,-27.8,22.1,18
2500,01/29/2022,16.2,5.3,-16.2,24.1,26,20.3,-32.3,23.9,21.5
3400,01/29/2022,16.5,11.1,15.7,29.2,22.3,4.16,-13.7,26.3,30.6
3600,01/29/2022,14.9,9.98,-7.79,24.8,17.7,12.2,-28.6,23,28.2
4400,01/29/2022,9.49,-16.4,-18.8,17.2,21.4,-8.56,-34.7,23,24.7
900,01/30/2022,13.8,7.65,5.73,18.7,25.3,4,-32.5,22,19.2
2500,01/30/2022,14.7,2.61,-11.3,20.7,19.2,26.2,-27.8,19.8,20.3
3400,01/30/2022,17.7,11.4,13.7,31.2,21,8.22,-18,26.7,32.6
3600,01/30/2022,16.4,11.1,-7.71,27.5,18.1,17.1,-31.4,24.4,30.7
4400,01/30/2022,11.3,-17.2,-30.2,17.1,13.8,-7.64,-25.5,19.8,25.1
900,01/31/2022,13.1,4.7,12.8,16,24.3,0.59,-34.1,18.9,14.4
2500,01/31/2022,15,1.8,-2.84,18.3,20.4,28.6,-28.2,18.3,16.1
3400,01/31/2022,18.3,11,21.9,28.8,20.9,7.84,-16.2,25.8,30.7
3600,01/31/2022,17.7,9.74,-5.77,27.9,19.9,17.8,-26.4,25.3,30.6
4400,01/31/2022,11.5,-18.6,-35,11,13.2,-6.72,-20.1,19.3,24.7
900,02/01/2022,14.3,4.78,9.98,14.4,25.9,3.89,-38,18.9,13.1
2500,02/01/2022,15.9,-0.143,-5.33,16.3,21.4,34.2,-28.6,18.3,14.8
3400,02/01/2022,19,11.1,19,27.9,21.8,6.5,-10.9,26,30.3
3600,02/01/2022,18.4,8.74,-6.24,26.7,21.4,18.2,-24.6,25.1,28.9
4400,02/01/2022,13.1,-22,-35.5,11.1,15.3,-3.48,-37.7,19.9,24
900,02/02/2022,14.4,3.99,16,14.5,22.3,-2.27,-35.1,16.4,11.7
2500,02/02/2022,14.9,-0.442,1.84,13.7,16.5,34.9,-24.1,14.7,12.6
3400,02/02/2022,19.3,9.19,24,24.9,18.1,5.55,-11.7,23.4,28.7
3600,02/02/2022,19.8,9.78,1.03,27,21.9,20.5,-23.7,25.2,28.6
4400,02/02/2022,14.8,-21.8,-36.2,10.3,13.5,-9.22,-35.2,16,18.2
900,02/03/2022,14.6,4.96,21.3,13.6,18.4,2.54,-34.3,13.9,10.5
2500,02/03/2022,15,0.878,10.2,13.6,11.8,35.5,-16.1,11.9,12
3400,02/03/2022,18.1,9.59,29.9,21.5,11.7,8.51,-9,18.5,25.2
3600,02/03/2022,19.8,7.96,3.93,25.5,18.1,19.2,-18.6,22.4,26.7
4400,02/03/2022,11.3,-24.8,-34.6,8.13,8.89,-13,-36.3,10.1,11.2
900,02/04/2022,10.9,-0.463,19.1,7.99,7.94,4.29,-34.4,5.49,4.22
2500,02/04/2022,10.6,-6.33,15.5,6.23,0.988,28.1,-15.5,2.74,5.01
3400,02/04/2022,15.5,7.25,37.3,16.3,3.48,10.4,-12,12,20.6
3600,02/04/2022,17.5,5.41,7.17,21,12.2,17,-18.8,16.9,21.6
4400,02/04/2022,7.19,-31.3,-21.1,-1.68,0.141,-4.42,-20.1,1.52,2.97
900,02/05/2022,18.7,9.47,20.6,17.4,23.6,6.45,-35.4,17.6,13.3
2500,02/05/2022,20.8,4.91,23.5,18.9,18.5,28.9,-10.6,18.4,18.8
3400,02/05/2022,23.2,16.7,45.6,27.3,16.6,13.8,-12.1,23.9,31.1
3600,02/05/2022,21.8,8.37,17.5,24.6,20.9,18.5,-18.1,22.8,24.6
4400,02/05/2022,15.3,-19.9,-16.3,7.43,16.9,-3.5,-29.9,17.1,17.7
900,02/06/2022,20.3,14.6,22.1,16.5,28,3.4,-33.8,20.2,14.5
2500,02/06/2022,25.2,9.02,29,23.1,27.6,24.8,-7.99,25.1,22.8
3400,02/06/2022,25.2,19,52,27.9,20.7,14.4,-4.8,26.1,31.3
3600,02/06/2022,22.6,9.1,20.4,24.1,23.8,14.3,-14.5,23.9,24
4400,02/06/2022,16.6,-13.8,-7.19,10.8,27,-26.8,-41.4,24.9,23.5
900,02/07/2022,20.2,15.1,16,16.2,27.2,3.27,-33.8,20.4,15.5
2500,02/07/2022,25,7.28,22.3,23.7,27.6,23,-9.24,26.4,25.5
3400,02/07/2022,24,15.7,46.3,27.9,19.4,13.6,-5.49,25.2,30.8
3600,02/07/2022,21.3,7.74,16.6,23.3,22.6,14.3,-15.1,22.8,22.9
4400,02/07/2022,18,-16.1,-3.07,16.5,24.6,-30.7,-40.6,27,29.7
900,02/08/2022,18.9,13.3,16.4,17.2,27.4,1.87,-31.7,21.3,17
2500,02/08/2022,23.5,6.1,26,24.7,27.3,16.2,-9.29,25.2,23.1
3400,02/08/2022,23.1,14.3,49.4,28.2,20.1,13.6,-7.16,25.5,30.7
3600,02/08/2022,20.4,5.82,16,25.2,22.6,13.5,-14.6,23.5,24.4
4400,02/08/2022,16.5,-15.5,14.1,15.8,25.9,-35.6,-48.5,28.7,31.4
900,02/09/2022,18.4,11.3,13.2,17.5,29.1,6.89,-33.7,22.6,17.9
2500,02/09/2022,23.1,4.64,21.5,25.5,30.6,8.43,-6.94,26.3,21.8
3400,02/09/2022,22.1,12.2,45.1,29,22.1,15.7,-8.63,26.3,30.1
3600,02/09/2022,18.9,4.2,10.7,24.6,22.2,10.3,-15.7,22.9,23.4
4400,02/09/2022,11.2,-19.9,2.5,13.7,27,-29.3,-56.4,29.6,32.1
900,02/10/2022,15.6,8.52,6.73,15.8,25.3,3.13,-32.7,19.3,14.9
2500,02/10/2022,19.5,1.53,14.5,22.9,27.4,5.94,-14.9,23.2,19
3400,02/10/2022,20.9,9.76,43.5,29.3,23.1,13.9,-11.9,27.1,30.7
3600,02/10/2022,16.9,3.08,8.29,24.6,23.9,8.53,-21,23.3,22.6
4400,02/10/2022,8.17,-21.6,-5.85,10.7,22.6,-35.1,-54.7,26.8,30.4
900,02/11/2022,16,9.66,3.81,19,23.9,-0.0918,-32.3,21.2,19.3
2500,02/11/2022,19.5,4.73,8.38,26.3,27,9.13,-10.2,23.8,20.7
3400,02/11/2022,21.4,10.4,40.4,33.3,22.2,18.3,-9.71,27.8,32.9
3600,02/11/2022,17.9,4.31,4.21,27.5,24.9,12.6,-18.5,24.9,24.9
4400,02/11/2022,9.52,-18.5,-2.72,17.7,19.5,-32.5,-56.1,25,29.9
900,02/12/2022,19.2,13.5,2.51,25.5,27.4,5.1,-32.4,26.6,26.2
2500,02/12/2022,18.8,7.59,1.98,27.7,26.7,7.81,-11.9,23.6,20.4
3400,02/12/2022,23.5,11.8,38,37.5,26.3,24.4,-6.08,31.6,36.6
3600,02/12/2022,19.8,7.11,-0.497,32.7,28.9,16.9,-15.6,29.3,29.6
4400,02/12/2022,13.6,-12.4,-11.2,23,18.7,-28.7,-37.5,26.8,33.9
900,02/13/2022,18.2,11.8,3.99,22.9,25.1,10.1,-31.9,23.1,21.5
2500,02/13/2022,16.3,5.86,-0.524,24.7,24.9,4.8,-17.6,21.1,17.1
3400,02/13/2022,20.9,10.2,37,33.3,23.1,24.1,-5.99,27.9,32.6
3600,02/13/2022,17.8,5.02,0.99,29.7,26.5,20,-13.5,26.5,26.5
4400,02/13/2022,11.2,-17.6,-36.2,20.5,15.5,-4.77,-23.2,19.7,23.5
900,02/14/2022,17.9,13.1,4.62,22.2,24.5,14.8,-31.2,22,19.9
2500,02/14/2022,15.4,6.73,-3.26,24.3,21,-0.591,-17,19.4,17.8
3400,02/14/2022,20.6,11.7,40.5,30.5,21.3,25.9,-4.41,26,30.7
3600,02/14/2022,16.9,4.36,0.439,26.9,23.7,17.7,-10.5,24.1,24.5
4400,02/14/2022,8.74,-15.7,-42.2,14.3,17.4,-6.98,-26.2,18.3,19.2
900,02/15/2022,18.9,15.4,7.13,20.7,24.2,19.5,-31.5,21.5,19.2
2500,02/15/2022,16.5,7.33,-5.37,23.3,20.7,7.39,-18.2,20.4,20.4
3400,02/15/2022,20.6,13.7,40.9,27.5,19.6,25.7,-5.79,23.9,28.2
3600,02/15/2022,17.1,6.52,3.36,24.2,22.2,19.1,-9.47,22.4,22.7
4400,02/15/2022,9.46,-15.4,-40.1,10,16.5,-10.3,-28.2,15.2,14
900,02/16/2022,19.5,17.7,5.14,20.1,24.7,24.9,-28.1,20.8,17.5
2500,02/16/2022,17.1,5.93,-5.92,23.1,20.5,17.4,-20.9,20.4,20.5
3400,02/16/2022,21.1,16.2,43.4,27.2,19.4,22.4,-0.272,23.3,27.1
3600,02/16/2022,17.6,5.82,5.19,23.6,22.1,21.1,-7.58,22.3,22.5
4400,02/16/2022,12.6,-12.8,-34.3,10.1,16.7,-11.8,-7.03,15.3,14
900,02/17/2022,21,19.5,8.69,21.6,26.1,27.1,-29.9,22.5,19.3
2500,02/17/2022,17.9,4.28,-4.98,22.4,22,23.2,-17.9,20.8,19.8
3400,02/17/2022,21.8,16.8,45,26.8,19.8,23.5,0.61,22.5,25.3
3600,02/17/2022,18.9,6.23,4.63,22.7,22.8,22.1,-6.59,22.4,22
4400,02/17/2022,11.6,-12.8,-29.5,9.91,17,-11.7,-12.4,13.5,10
900,02/18/2022,25.2,23.9,17.9,22.1,31.5,42.7,-27.7,23.8,17.5
2500,02/18/2022,20.4,2.76,-5.67,22.9,21.5,35.9,-18,21.5,21.9
3400,02/18/2022,21.6,16.4,46.4,21.7,16.9,23.4,0.885,18,19.4
3600,02/18/2022,19.6,5.04,4.91,19.2,21,25.7,-4.23,20.1,19.3
4400,02/18/2022,12.5,-16.3,-33.3,4.64,17.3,-23.8,-11.2,13.5,9.73
900,02/19/2022,16.3,17.9,18.1,13.5,17.5,19.6,-29.5,15.1,12.9
2500,02/19/2022,17.9,4.07,-2.56,20.6,13.6,32,-13.4,17.6,22.4
3400,02/19/2022,18.8,20.3,49.7,20.3,9.34,15.6,-3.3,15.1,20.6
3600,02/19/2022,16.4,4.02,5.6,14.6,13.7,17.7,-7.58,15.2,16.4
4400,02/19/2022,5.38,-20.1,-32,2.12,12.1,-30.1,-45.5,5.59,-0.367
900,02/20/2022,17.7,23,19.9,17.5,16.4,16,-23.3,17,17.4
2500,02/20/2022,18.9,6.52,-2.28,22.5,10.5,39.4,-2.83,17.4,25.3
3400,02/20/2022,21.3,27.8,50.5,26,9.96,17.6,-5.36,18.5,26.6
3600,02/20/2022,17.3,6.42,1.96,17,13.2,19.9,-8.97,16.8,19.9
4400,02/20/2022,7.16,-17.4,-18.6,5.09,11.2,-38.5,-50,10.6,10.1
900,02/21/2022,27.1,35.6,24.7,26.7,27,37.7,-18.4,26.8,26.4
2500,02/21/2022,22.8,14.5,-0.728,33.1,16.4,37.5,-9.67,23.6,31.7
3400,02/21/2022,22.8,26.3,45.6,27.6,11.1,25.7,1.45,20,28.3
3600,02/21/2022,20.5,13,5.1,23.8,15.6,24.6,-7.43,21.1,25.8
4400,02/21/2022,13.5,-17.6,-33.5,14.6,14.6,-31.8,-19.3,21.2,27.2
900,02/22/2022,17.8,29.2,13.4,22.2,18.4,6.64,-23.2,21.5,23.9
2500,02/22/2022,18.3,12.6,-9.08,26.8,12.7,38.9,-6.57,20.2,28.7
3400,02/22/2022,20.9,33.8,39.6,32.5,12.3,13.4,-8.78,23.4,33.8
3600,02/22/2022,16,11.6,-0.622,18.9,15.6,17,-13,19.1,22.2
4400,02/22/2022,4.13,-15.3,-18,14.7,9.88,-46,-64.2,11.9,14
900,02/23/2022,17.6,31.8,13.5,23.7,17.3,-1.67,-26.4,22.5,26.7
2500,02/23/2022,18.5,18.8,-4.98,30.8,13,28.3,-9.47,21.1,30.3
3400,02/23/2022,19.8,33.2,31.5,34.1,11.6,13.8,-10.7,24.3,36.4
3600,02/23/2022,15.8,16.9,-3.95,20.9,14.8,12.2,-14.2,20.3,25.1
4400,02/23/2022,6.62,-14.1,-21.9,18.2,10,-48.7,-51.9,16.2,22
900,02/24/2022,18.5,34,9.27,25.5,21.8,-4.13,-22.3,26.1,29.5
2500,02/24/2022,21.3,27.1,-0.912,37,18.2,23.3,-9.09,26.2,35.3
3400,02/24/2022,20.3,35.2,25.8,36.6,12.6,13.2,-12.1,26.7,40.2
3600,02/24/2022,17.2,22.3,-0.447,25.6,16.1,10.3,-15.6,23.3,29.8
4400,02/24/2022,10.1,-11.3,-24.2,26.5,15.3,-33.2,-54.2,24.3,32.5
900,02/25/2022,15.9,32.6,1.24,23.1,20.9,-7.65,-21.8,23.6,25.6
2500,02/25/2022,17.4,25,-0.0556,36.6,14.7,13,-9.31,21.9,30.1
3400,02/25/2022,20.6,33.6,20.7,37.9,14.7,13.6,-12.3,28.7,42
3600,02/25/2022,17.2,25.4,4.75,28.3,17.5,8.83,-18.1,24.7,31.1
4400,02/25/2022,6.64,-15.7,-26.5,27.4,12.6,-40.4,-44.7,24.6,35.5
900,02/26/2022,18.6,41.8,-2.8,27.8,23.6,-7.34,-19.6,27,29.6
2500,02/26/2022,16.8,28.3,-1.1,38.8,17.3,4.82,-15.2,23.5,30.7
3400,02/26/2022,22,34.4,15.4,42.2,17.9,14.5,-9.1,31.9,45.2
3600,02/26/2022,17.7,31.7,7.15,33,18.1,5.52,-16.9,27.3,35.6
4400,02/26/2022,5.58,-10.7,-21.6,33.3,13.6,-30.4,-37.8,23.7,33.2
900,02/27/2022,18.1,41.6,-10.2,27.9,24.8,-8.52,-23.5,28.4,31.2
2500,02/27/2022,16.9,31.5,-1.98,42.5,19.2,-1.27,-18.3,25.2,32.1
3400,02/27/2022,21.2,30.2,8.14,43.1,18.8,11.7,-6.84,32.3,45
3600,02/27/2022,18,34.5,6.79,34.6,19.4,1.28,-13.5,28.3,36.5
4400,02/27/2022,6.74,-9.99,-16.8,35,14.8,-19.5,-35.5,25.6,35.7
900,02/28/2022,18.4,36.5,-4.58,25.6,22.4,-5.17,-22.7,25.6,28
2500,02/28/2022,19.4,28.8,7.91,42.9,20.6,1.62,-9.68,26.1,32.5
3400,02/28/2022,22.2,25.1,13.9,41.5,17.9,14.1,-3.5,31.1,43.6
3600,02/28/2022,19.2,32.1,11.8,34.7,18.1,5.74,-12.3,27.1,35.2
4400,02/28/2022,9.77,-12.8,-14.2,30.1,12.4,-14.1,-21.4,25.2,36.9
900,03/01/2022,18,32.9,-5.36,22.2,18.5,-1.45,-18.7,22.2,24.8
2500,03/01/2022,17.2,25.7,9.86,37.4,14.5,-2.37,-7.98,19.4,25.1
3400,03/01/2022,23,22.6,12.9,40.4,19,16,-0.232,30.5,41.4
3600,03/01/2022,20.1,30.5,8.46,33.7,18.5,4.93,-11.1,26.9,34.6
4400,03/01/2022,10.4,-7.74,-17.7,22.3,10.1,6.22,-12.9,22.1,33.2
900,03/02/2022,19.9,30.5,-0.967,23.5,20.9,2.46,-14.4,24.2,26.5
2500,03/02/2022,19,22.5,12.6,37.5,16.2,0.605,-0.824,20.4,25.5
3400,03/02/2022,25.3,23.3,22.8,38.8,19,16.9,-0.99,30.3,40.9
